,City,longitude,latitude
3513,LICHTERFELDE,52.867,13.750
3514,LIEBENAU,51.500,9.283
3515,LIEBENAU,52.600,9.100
3516,LIEBENBURG,52.017,10.433
3517,LIEBENWALDE,52.869,13.392
3518,LIEBERTWOLKWITZ,51.282,12.464
3519,LIEDERBACH,50.117,8.500
3520,LIEGAU,51.138,13.882
3521,LIENEN,52.150,7.967
3522,LIESER,49.917,7.017
3523,LILIENTHAL,53.150,8.917
3524,LIMBACH,49.467,9.217
3525,LIMBACH-OBERFROHNA,50.862,12.761
3526,LIMBURG AN DER LAHN,50.383,8.067
3527,LIMBURGERHOF,49.417,8.400
3528,LIMESHAIN,50.267,8.967
3529,LINDAU,54.383,9.900
3530,LINDAU (BODENSEE),47.550,9.683
3531,LINDBERG,49.033,13.250
3532,LINDEN,49.350,7.650
3533,LINDEN,50.533,8.650
3534,LINDENBERG,49.383,8.100
3535,LINDENBERG,52.606,13.519
3536,LINDENBERG IM ALLGÄU,47.600,9.883
3537,LINDENFELS,49.683,8.783
3538,LINDENTHAL,51.392,12.333
3539,LINDERN (OLDENBURG),52.850,7.783
3540,LINDEWITT,54.700,9.217
3541,LINDHORST,52.367,9.283
3542,LINDLAR,51.017,7.383
3543,LINDOW,52.970,12.985
3544,LINDWEDEL,52.617,9.683
3545,LINGEN (EMS),52.517,7.317
3546,LINGENFELD,49.233,8.350
3547,LINKENHEIM-HOCHSTETTEN,49.117,8.417
3548,LINNICH,50.983,6.267
3549,LINSBURG,52.600,9.300
3550,LINSENGERICHT,50.167,9.217
3551,LINTIG,53.600,8.883
3552,LINZ AM RHEIN,50.567,7.283
3553,LIPPETAL,51.667,8.100
3554,LIPPSTADT,51.667,8.350
3555,LISBERG,49.883,10.733
3556,LIST,55.017,8.433
3557,LITZENDORF,49.917,11.017
3558,LOBBACH,49.367,8.900
3559,LOBSTÄDT,51.133,12.449
3560,LOBURG,52.117,12.078
3561,LOFFENAU,48.783,8.383
3562,LOHBERG,49.167,13.100
3563,LOHE-FÖHRDEN,54.333,9.550
3564,LOHE-RICKELSHOF,54.200,9.067
3565,LOHFELDEN,51.283,9.550
3566,LOHMAR,50.833,7.217
3567,LOHMEN,50.993,14.000
3568,LOHNE (OLDENBURG),52.667,8.233
3569,LOHR AM MAIN,50.000,9.583
3570,LOHRA,50.733,8.633
3571,LOHSA,51.385,14.404
3572,LOICHING,48.617,12.433
3573,LOITZ,53.972,13.137
3574,LOLLAR,50.650,8.700
3575,LOMMATZSCH,51.202,13.309
3576,LONGUICH,49.817,6.767
3577,LONNERSTADT,49.700,10.767
3578,LONSEE,48.550,9.917
3579,LORCH,48.800,9.683
3580,LORCH,50.050,7.800
3581,LORSCH,49.650,8.567
3582,LORUP,52.933,7.650
3583,LOSHEIM,49.517,6.750
3584,LOSSBURG,48.417,8.450
3585,LOTTE,52.283,7.917
3586,LOTTSTETTEN,47.633,8.567
3587,LOXSTEDT,53.467,8.650
3588,LUBMIN,54.133,13.613
3589,LUCKA,51.101,12.330
3590,LUCKAU,51.856,13.720
3591,LUCKENAU,51.089,12.083
3592,LUCKENWALDE,52.089,13.174
3593,LUDWIGSAU,50.900,9.750
3594,LUDWIGSBURG,48.900,9.200
3595,LUDWIGSDORF,51.197,15.007
3596,LUDWIGSFELDE,52.296,13.258
3597,LUDWIGSHAFEN AM RHEIN,49.467,8.450
3598,LUDWIGSLUST,53.326,11.500
3599,LUDWIGSSTADT,50.483,11.383
3600,LUFTKURORT ARENDSEE,52.876,11.489
3601,LUGAU,50.741,12.750
3602,LUHE-WILDENAU,49.583,12.150
3603,LUISENTHAL,50.782,10.728
3604,LUNDEN,54.333,9.017
3605,LUNESTEDT,53.433,8.750
3606,LUNZENAU,50.959,12.757
3607,LUPBURG,49.150,11.750
3608,LUPPA,51.330,12.963
3609,LUSTADT,49.250,8.283
3610,LUTTER AM BARENBERGE,51.983,10.267
3611,LUTZERATH,50.133,7.000
3612,LYCHEN,53.209,13.317
3613,LÄGERDORF,53.883,9.567
3614,LÄHDEN,52.750,7.567
3615,LÖBAU,51.096,14.684
3616,LÖBEJÜN,51.640,11.899
3617,LÖCHGAU,49.000,9.117
3618,LÖCKNITZ,53.454,14.208
3619,LÖDERBURG,51.876,11.540
3620,LÖF,50.233,7.450
3621,LÖFFINGEN,47.883,8.350
3622,LÖHNBERG,50.517,8.283
3623,LÖHNE,52.200,8.700
3624,LÖNINGEN,52.733,7.767
3625,LÖRRACH,47.617,7.667
3626,LÖRZWEILER,49.900,8.300
3627,LÖSSNITZ,50.628,12.739
3628,LÖWENSTEIN,49.100,9.383
3629,LÜBBECKE,52.300,8.617
3630,LÜBBEN,51.945,13.902
3631,LÜBBENAU,51.869,13.973
3632,LÜBECK,53.867,10.683
3633,LÜBTHEEN,53.303,11.081
3634,LÜBZ,53.466,12.027
3635,LÜCHOW,52.967,11.150
3636,LÜDENSCHEID,51.217,7.633
3637,LÜDER,52.817,10.667
3638,LÜDERSDORF,53.830,10.808
3639,LÜDERSFELD,52.367,9.250
3640,LÜDINGHAUSEN,51.767,7.433
3641,LÜGDE,51.967,9.250
3642,LÜNEBURG,53.250,10.417
3643,LÜNEN,51.617,7.533
3644,LÜNNE,52.433,7.417
3645,LÜTJENBURG,54.300,10.583
3646,LÜTJENSEE,53.650,10.367
3647,LÜTZELBACH,49.783,9.033
3648,LÜTZEN,51.255,12.130
3649,LÜTZSCHENA,51.383,12.283
3650,MACHERN,51.356,12.627
3651,MACKENBACH,49.467,7.583
3652,MAGDEBURG,52.122,11.619
3653,MAGSTADT,48.750,8.967
3654,MAHLBERG,48.283,7.817
3655,MAHLOW,52.367,13.398
3656,MAIERHÖFEN,47.650,10.050
3657,MAIHINGEN,48.933,10.500
3658,MAIKAMMER,49.300,8.133
3659,MAINASCHAFF,49.983,9.083
3660,MAINBERNHEIM,49.717,10.217
3661,MAINBURG,48.650,11.783
3662,MAINHARDT,49.083,9.567
3663,MAINHAUSEN,50.017,9.000
3664,MAINLEUS,50.100,11.383
3665,MAINSTOCKHEIM,49.767,10.150
3666,MAINTAL,50.167,8.800
3667,MAINZ,50.000,8.267
3668,MAISACH,48.217,11.267
3669,MAITENBETH,48.150,12.100
3670,MALBORN,49.717,6.983
3671,MALCHIN,53.741,12.762
3672,MALCHING,48.317,13.183
3673,MALCHOW,53.477,12.423
3674,MALENTE,54.167,10.550
3675,MALLERSDORF-PFALLENBERG,48.767,12.250
3676,MALSBURG-MARZELL,47.767,7.733
3677,MALSCH,48.883,8.333
3678,MALSCH,49.250,8.683
3679,MALSFELD,51.100,9.533
3680,MALTERDINGEN,48.167,7.800
3681,MAMMENDORF,48.217,11.167
3682,MAMMING,48.650,12.600
3683,MANCHING,48.717,11.500
3684,MANDELBACHTAL,49.200,7.183
3685,MANDERSCHEID,50.100,6.817
3686,MANEBACH,50.677,10.862
3687,MANNHEIM,49.483,8.467
3688,MANSFELD,51.592,11.455
3689,MANTEL,49.650,12.050
3690,MARBACH,51.044,13.228
3691,MARBACH AM NECKAR,48.933,9.250
3692,MARBURG,50.817,8.767
3693,MARCH,48.050,7.783
3694,MARGETSHÖCHHEIM,49.833,9.867
3695,MARIAPOSCHING,48.833,12.817
3696,MARIENBERG,50.649,13.163
3697,MARIENHAFE,53.517,7.267
3698,MARIENHAGEN,52.033,9.683
3699,MARIENHEIDE,51.083,7.533
3700,MARIENMÜNSTER,51.833,9.217
3701,MARIENTAL,52.283,10.983
3702,MARING-NOVIAND,49.933,7.000
3703,MARKDORF,47.717,9.400
3704,MARKERSBACH,50.537,12.870
3705,MARKERSDORF,50.931,12.870
3706,MARKGRÖNINGEN,48.900,9.083
3707,MARKKLEEBERG,51.268,12.377
3708,MARKLKOFEN,48.550,12.550
3709,MARKLOHE,52.667,9.150
3710,MARKNEUKIRCHEN,50.312,12.337
3711,MARKRANST*DT,51.298,12.210
3712,MARKT BEROLZHEIM,49.000,10.850
3713,MARKT BIBART,49.650,10.433
3714,MARKT EINERSHEIM,49.683,10.300
3715,MARKT ERLBACH,49.500,10.650
3716,MARKT INDERSDORF,48.367,11.383
3717,MARKT NORDHEIM,49.600,10.350
3718,MARKT RETTENBACH,47.950,10.400
3719,MARKT SCHWABEN,48.200,11.867
3720,MARKT WALD,48.133,10.583
3721,MARKTBERGEL,49.450,10.367
3722,MARKTBREIT,49.667,10.150
3723,MARKTGRAITZ,50.183,11.200
3724,MARKTHEIDENFELD,49.850,9.600
3725,MARKTL,48.250,12.850
3726,MARKTLEUGAST,50.167,11.633
3727,MARKTLEUTHEN,50.133,12.000
3728,MARKTOBERDORF,47.783,10.617
3729,MARKTOFFINGEN,48.933,10.467
3730,MARKTREDWITZ,50.000,12.083
3731,MARKTRODACH,50.250,11.383
3732,MARKTSCHELLENBERG,47.700,13.050
3733,MARKTSCHORGAST,50.100,11.650
3734,MARKTSTEFT,49.700,10.133
3735,MARKTZEULN,50.167,11.167
3736,MARL,51.667,7.100
3737,MARLOFFSTEIN,49.617,11.067
3738,MARLOW,54.151,12.574
3739,MARNE,53.950,9.017
3740,MARNHEIM,49.633,8.033
3741,MAROLDSWEISACH,50.200,10.667
3742,MARPINGEN,49.450,7.050
3743,MARQUARTSTEIN,47.750,12.467
3744,MARSBERG,51.467,8.850
3745,MARSCHACHT,53.417,10.383
3746,MARTFELD,52.883,9.067
3747,MARTINSHEIM,49.617,10.150
3748,MARTINSHÖHE,49.367,7.483
3749,MARXHEIM,48.750,10.950
3750,MARXZELL,48.867,8.450
3751,MARZLING,48.417,11.800
3752,MASELHEIM,48.133,9.883
3753,MASSBACH,50.183,10.283
3754,MASSEN,51.644,13.735
3755,MASSENBACHHAUSEN,49.183,9.050
3756,MASSING,48.400,12.600
3757,MASSWEILER,49.267,7.533
3758,MAUER,49.333,8.800
3759,MAUERN,48.517,11.900
3760,MAUERSTETTEN,47.883,10.667
3761,MAULBRONN,49.000,8.817
3762,MAULBURG,47.650,7.783
3763,MAUTH,48.883,13.583
3764,MAXDORF,49.483,8.283
3765,MAXHÜTTE-HAIDHOF,49.200,12.100
3766,MAYEN,50.333,7.217
3767,MECHERNICH,50.600,6.650
3768,MECKENBEUREN,47.700,9.567
3769,MECKENHEIM,49.400,8.233
3770,MECKENHEIM,50.617,7.017
3771,MECKESHEIM,49.317,8.817
3772,MEDDERSHEIM,49.783,7.617
3773,MEDEBACH,51.200,8.700
3774,MEDINGEN,51.181,13.790
3775,MEEDER,50.317,10.900
3776,MEERANE,50.856,12.460
3777,MEERBECK,52.350,9.150
3778,MEERBUSCH,51.267,6.683
3779,MEERSBURG,47.700,9.267
3780,MEHLBACH,49.517,7.717
3781,MEHLINGEN,49.500,7.850
3782,MEHLMEISEL,49.983,11.850
3783,MEHREN,50.183,6.883
3784,MEHRING,48.183,12.783
3785,MEHRING,49.800,6.833
3786,MEHRSTETTEN,48.383,9.567
3787,MEINE,52.383,10.550
3788,MEINERSDORF,50.725,12.877
3789,MEINERSEN,52.483,10.367
3790,MEINERZHAGEN,51.100,7.633
3791,MEINHARD,51.217,10.067
3792,MEININGEN,50.567,10.163
3793,MEISENHEIM,49.700,7.667
3794,MEISSEN,51.167,13.467
3795,MEISSENHEIM,48.417,7.783
3796,MEISSNER,51.217,9.933
3797,MEITINGEN,48.550,10.850
3798,MELBECK,53.183,10.400
3799,MELDORF,54.100,9.067
3800,MELLE,52.200,8.333
3801,MELLENBACH-GLASBACH,50.594,11.101
3802,MELLENSEE,52.183,13.451
3803,MELLINGEN,50.943,11.399
3804,MELLINGHAUSEN,52.717,8.900
3805,MELLRICHSTADT,50.433,10.300
3806,MELSBACH,50.483,7.483
3807,MELSDORF,54.317,10.033
3808,MELSUNGEN,51.133,9.550
3809,MEMMELSDORF,49.933,10.950
3810,MEMMINGEN,47.983,10.183
3811,MEMMINGERBERG,48.000,10.200
3812,MENDEN (SAUERLAND),51.433,7.800
3813,MENDIG,50.367,7.283
3814,MENGEN,48.050,9.333
3815,MENGERSGEREUTH-H*MMERN,50.399,11.119
3816,MENGERSKIRCHEN,50.567,8.150
3817,MENGKOFEN,48.717,12.450
3818,MENSLAGE,52.683,7.817
3819,MENTERODA,51.307,10.565
3820,MEPPEN,52.700,7.300
3821,MERCHING,48.250,10.983
3822,MERCHWEILER,49.367,7.067
3823,MERDINGEN,48.017,7.683
3824,MERENBERG,50.517,8.200
3825,MERING,48.267,10.983
3826,MERKENDORF,49.200,10.700
3827,MERKERS,50.830,10.120
3828,MERKLINGEN,48.517,9.750
3829,MERSCHWITZ,51.264,13.408
3830,MERSEBURG,51.353,11.989
3831,MERTESDORF,49.767,6.733
3832,MERTINGEN,48.667,10.800
3833,MERXHEIM,49.800,7.567
3834,MERZALBEN,49.250,7.733
3835,MERZDORF,51.401,13.533
3836,MERZEN,52.483,7.833
3837,MERZENICH,50.833,6.533
3838,MERZHAUSEN,47.967,7.833
3839,MERZIG,49.450,6.650
3840,MESCHEDE,51.350,8.283
3841,MESPELBRUNN,49.917,9.283
3842,MESSEL,49.933,8.750
3843,MESSINGEN,52.467,7.467
3844,MESSKIRCH,48.000,9.117
3845,MESSSTETTEN,48.183,8.967
3846,METELEN,52.150,7.217
3847,METTEN,48.850,12.917
3848,METTENHEIM,48.267,12.467
3849,METTINGEN,52.317,7.783
3850,METTLACH,49.500,6.583
3851,METTMANN,51.250,6.983
3852,METZINGEN,48.533,9.283
3853,MEUDT,50.500,7.900
3854,MEUSELBACH-SCHWARZMÜHLE,50.573,11.093
3855,MEUSELWITZ,51.044,12.301
3856,MEYENBURG,53.314,12.242
3857,MICHELAU IM STEIGERWALD,49.900,10.433
3858,MICHELAU IN OBERFRANKEN,50.167,11.117
3859,MICHELBACH AN DER BILZ,49.067,9.767
3860,MICHELFELD,49.100,9.683
3861,MICHELSNEUKIRCHEN,49.117,12.550
3862,MICHELSTADT,49.683,9.000
3863,MICHENDORF,52.310,13.030
3864,MICKHAUSEN,48.233,10.633
3865,MIDLUM,53.733,8.617
3866,MIEHLEN,50.233,7.833
3867,MIESBACH,47.783,11.833
3868,MIESTE,52.482,11.205
3869,MIETINGEN,48.183,9.900
3870,MILDENAU,50.594,13.072
3871,MILDSTEDT,54.467,9.100
3872,MILKAU,51.034,12.897
3873,MILTACH,49.167,12.767
3874,MILTENBERG,49.700,9.267
3875,MILTITZ,51.319,12.257
3876,MILTZOW,54.200,13.215
3877,MINDELHEIM,48.050,10.500
3878,MINDELSTETTEN,48.850,11.650
3879,MINDEN,52.300,8.917
3880,MINFELD,49.067,8.150
3881,MINTRACHING,48.950,12.233
3882,MIROW,53.273,12.815
3883,MISSEN-WILHAMS,47.600,10.117
3884,MISTELBACH,49.917,11.517
3885,MISTELGAU,49.917,11.467
3886,MITTELBACH,50.800,12.804
3887,MITTELBIBERACH,48.083,9.750
3888,MITTELESCHENBACH,49.217,10.800
3889,MITTELSCHMALKALDEN,50.720,10.156
3890,MITTELSTETTEN,48.250,11.100
3891,MITTENAAR,50.700,8.383
3892,MITTENWALD,47.450,11.267
3893,MITTENWALDE,52.266,13.538
3894,MITTERFELS,48.967,12.683
3895,MITTERSKIRCHEN,48.350,12.733
3896,MITTERTEICH,49.950,12.250
3897,MITTWEIDA,50.986,12.986
3898,MITWITZ,50.250,11.217
3899,MOCHAU,51.140,13.184
3900,MOCKMÜHL,49.333,9.367
3901,MOCKRITZ,51.167,13.077
3902,MODAUTAL,49.750,8.717
3903,MOERS,51.450,6.633
3904,MOGENDORF,50.500,7.767
3905,MOHLSDORF,50.670,12.264
3906,MOHORN,51.000,13.460
3907,MOHSDORF,50.929,12.830
3908,MOISBURG,53.400,9.700
3909,MOLBERGEN,52.867,7.917
3910,MOLFSEE,54.267,10.067
3911,MOMMENHEIM,49.883,8.267
3912,MONHEIM,48.833,10.850
3913,MONHEIM,51.100,6.900
3914,MONSCHAU,50.550,6.233
3915,MONSHEIM,49.633,8.217
3916,MONTABAUR,50.433,7.833
3917,MONZELFELD,49.883,7.083
3918,MONZINGEN,49.800,7.583
3919,MOORBAD LOBENSTEIN,50.447,11.641
3920,MOORENWEIS,48.150,11.083
3921,MOORMERLAND,53.333,7.450
3922,MOORREGE,53.667,9.667
3923,MOOS,47.733,8.933
3924,MOOS,48.750,12.967
3925,MOOSACH,48.033,11.883
3926,MOOSBACH,49.583,12.417
3927,MOOSBURG AN DER ISAR,48.467,11.933
3928,MOOSINNING,48.283,11.850
3929,MOOSTHENNING,48.683,12.500
3930,MORBACH,49.817,7.133
3931,MORINGEN,51.700,9.867
3932,MORITZBURG,51.161,13.676
3933,MORSBACH,50.867,7.700
3934,MORSCHEN,51.067,9.617
3935,MORSUM,52.950,9.083
3936,MORTKA,51.372,14.368
3937,MOSBACH,49.350,9.100
3938,MOSEL,50.775,12.490
3939,MOSSAUTAL,49.650,8.933
3940,MOTTEN,50.400,9.767
3941,MUCH,50.900,7.417
3942,MUDAU,49.533,9.200
3943,MUDERSBACH,50.833,7.950
3944,MUGGENSTURM,48.867,8.283
3945,MUHR AM SEE,49.150,10.717
3946,MULDA,50.805,13.424
3947,MULDENSTEIN,51.672,12.344
3948,MULFINGEN,49.333,9.800
3949,MUNDELSHEIM,49.000,9.200
3950,MUNDERKINGEN,48.233,9.650
3951,MUNNINGEN,48.917,10.600
3952,MUNSTER,52.983,10.083
3953,MUNZIG,51.083,13.415
3954,MURG,47.550,8.017
3955,MURNAU AM STAFFELSEE,47.683,11.200
3956,MURR,48.967,9.267
3957,MURRHARDT,48.983,9.583
3958,MUSCHWITZ,51.195,12.112
3959,MUTLANGEN,48.817,9.800
3960,MUTTERSTADT,49.433,8.350
3961,M*HRING,49.917,12.533
3962,MÖCKERN,52.142,11.951
3963,MÖDINGEN,48.650,10.433
3964,MÖGGLINGEN,48.817,9.967
3965,MÖGLINGEN,48.883,9.133
3966,MÖHLAU,51.727,12.351
3967,MÖHNESEE,51.500,8.133
3968,MÖHRENDORF,49.633,11.000
3969,MÖHRSDORF,51.211,14.077
3970,MÖLKAU,51.321,12.453
3971,MÖLLN,53.633,10.683
3972,MÖMBRIS,50.067,9.167
3973,MÖMLINGEN,49.867,9.083
3974,MÖNCHBERG,49.800,9.267
3975,MÖNCHENGLADBACH,51.200,6.433
3976,MÖNCHSDEGGINGEN,48.767,10.583
3977,MÖNCHSROTH,49.017,10.367
3978,MÖNCHWEILER,48.100,8.433
3979,MÖNKEBERG,54.350,10.200
3980,MÖNSHEIM,48.867,8.867
3981,MÖRFELDEN-WALLDORF,49.983,8.567
3982,MÖRLENBACH,49.600,8.733
3983,MÖRNSHEIM,48.867,11.000
3984,MÖSSINGEN,48.400,9.067
3985,MÖTTINGEN,48.817,10.600
3986,MÖTZING,48.900,12.383
3987,MÖTZINGEN,48.533,8.783
3988,MÜCHELN,51.298,11.808
3989,MÜCKE,50.633,9.033
3990,MÜDEN (ALLER),52.533,10.367
3991,MÜGELN,51.241,13.044
3992,MÜHLACKER,48.950,8.850
3993,MÜHLANGER,51.858,12.725
3994,MÜHLAU,50.908,12.768
3995,MÜHLBERG,51.433,13.221
3996,MÜHLDORF AM INN,48.233,12.533
3997,MÜHLENBACH,48.250,8.117
3998,MÜHLENBECK,52.665,13.379
3999,MÜHLHAUSEN,49.167,11.450
4000,MÜHLHAUSEN,49.250,8.733
4001,MÜHLHAUSEN,49.750,10.783
4002,MÜHLHAUSEN,51.211,10.467
4003,MÜHLHAUSEN-EHINGEN,47.817,8.817
4004,MÜHLHEIM AM MAIN,50.117,8.833
4005,MÜHLHEIM AN DER DONAU,48.033,8.883
4006,MÜHLINGEN,47.917,9.017
4007,MÜHLTAL,49.817,8.700
4008,MÜLHEIM AN DER RUHR,51.433,6.883
4009,MÜLHEIM-K*RLICH,50.383,7.500
4010,MÜLLHEIM,47.800,7.633
4011,MÜLSEN ST. JAKOB,50.736,12.582
4012,MÜLSEN ST. NICLAS,50.722,12.596
4013,MÜNCHBERG,50.200,11.783
4014,MÜNCHEBERG,52.505,14.136
4015,MÜNCHEN,48.133,11.567
4016,MÜNCHENBERNSDORF,50.821,11.931
4017,MÜNCHHAUSEN,50.967,8.717
4018,MÜNCHSMÜNSTER,48.767,11.683
4019,MÜNCHSTEINACH,49.633,10.600
4020,MÜNCHWEILER AN DER ALSENZ,49.550,7.883
4021,MÜNCHWEILER AN DER RODALB,49.217,7.700
4022,MÜNDEN,51.417,9.650
4023,MÜNNERSTADT,50.250,10.200
4024,MÜNSING,47.900,11.367
4025,MÜNSINGEN,48.417,9.500
4026,MÜNSTER,49.933,8.867
4027,MÜNSTER,51.967,7.633
4028,MÜNSTER-SARMSHEIM,49.950,7.900
4029,MÜNSTERDORF,53.900,9.533
4030,MÜNSTERHAUSEN,48.317,10.450
4031,MÜNSTERMAIFELD,50.250,7.367
4032,MÜNSTERTAL/SCHWARZWALD,47.850,7.783
4033,MÜNZENBERG,50.450,8.783
4034,MÜRITZ,54.261,12.266
4035,NABBURG,49.450,12.183
4036,NACHRODT-WIBLINGWERDE,51.333,7.650
4037,NACKENHEIM,49.917,8.350
4038,NAGEL,49.983,11.917
4039,NAGOLD,48.550,8.733
4040,NAHE,53.800,10.150
4041,NAHRENDORF,53.183,10.817
4042,NAILA,50.333,11.717
4043,NALBACH,49.383,6.783
4044,NAMBORN,49.517,7.133
4045,NANDLSTADT,48.533,11.800
4046,NANZDIETSCHWEILER,49.450,7.450
4047,NASSAU,50.317,7.800
4048,NASSAU,50.766,13.547
4049,NASSENFELS,48.800,11.233
4050,NAST*TTEN,50.200,7.850
4051,NATTHEIM,48.700,10.250
4052,NAUEN,52.608,12.875
4053,NAUHEIM,49.950,8.450
4054,NAUMBURG,51.154,11.812
4055,NAUMBURG,51.250,9.167
4056,NAUNDORF,50.933,13.420
4057,NAUNDORF,51.257,13.110
4058,NAUNHOF,51.218,13.629
4059,NAUNHOF,51.278,12.591
4060,NAUORT,50.467,7.633
4061,NEBRA,51.287,11.576
4062,NECKARBISCHOFSHEIM,49.300,8.967
4063,NECKARGEMÜND,49.400,8.800
4064,NECKARGERACH,49.400,9.067
4065,NECKARSTEINACH,49.417,8.833
4066,NECKARSULM,49.200,9.233
4067,NECKARTAILFINGEN,48.617,9.267
4068,NECKARTENZLINGEN,48.583,9.233
4069,NECKARWESTHEIM,49.050,9.200
4070,NECKARZIMMERN,49.317,9.133
4071,NEETZE,53.250,10.633
4072,NEHREN,48.433,9.067
4073,NEIDENFELS,49.383,8.050
4074,NEIDENSTEIN,49.317,8.883
4075,NEIDLINGEN,48.583,9.567
4076,NEIDSTEIN,49.533,11.617
4077,NEINSTEDT,51.750,11.086
4078,NELLINGEN,48.550,9.800
4079,NENNSLINGEN,49.050,11.133
4080,NENTERSHAUSEN,50.417,7.933
4081,NENTERSHAUSEN,51.017,9.933
4082,NERCHAU,51.273,12.788
4083,NERESHEIM,48.750,10.333
4084,NERSINGEN,48.433,10.117
4085,NESCHWITZ,51.273,14.331
4086,NESSE,53.650,7.383
4087,NESSELWANG,47.617,10.500
4088,NETPHEN,50.917,8.100
4089,NETTERSHEIM,50.500,6.633
4090,NETTETAL,51.300,6.283
4091,NETZSCHKAU,50.622,12.261
4092,NEU DARCHAU,53.233,10.883
4093,NEU KALISS,53.165,11.299
4094,NEU WULMSTORF,53.467,9.800
4095,NEU-ANSPACH,50.283,8.517
4096,NEU-EICHENBERG,51.400,9.917
4097,NEU-ISENBURG,50.050,8.700
4098,NEU-PETERSHAIN,51.601,14.164
4099,NEU-ULM,48.400,10.017
4100,NEU-ZITTAU,52.390,13.746
4101,NEUBERG,50.183,9.000
4102,NEUBEUERN,47.783,12.133
4103,NEUBIBERG,48.067,11.683
4104,NEUBRANDENBURG,53.555,13.262
4105,NEUBRUNN,49.733,9.667
4106,NEUBUKOW,54.034,11.673
4107,NEUBULACH,48.667,8.700
4108,NEUBURG AM INN,48.500,13.450
4109,NEUBURG AM RHEIN,48.983,8.250
4110,NEUBURG AN DER DONAU,48.733,11.183
4111,NEUBURG AN DER KAMMEL,48.300,10.367
4112,NEUBÖRGER,52.950,7.450
4113,NEUCHING,48.250,11.850
4114,NEUDENAU,49.300,9.267
4115,NEUDIETENDORF,50.915,10.914
4116,NEUDORF,50.484,12.975
4117,NEUDROSSENFELD,50.017,11.500
4118,NEUENBURG AM RHEIN,47.817,7.567
4119,NEUENBÜRG,48.850,8.583
4120,NEUENDETTELSAU,49.283,10.783
4121,NEUENDORF,52.672,13.277
4122,NEUENHAGEN,52.532,13.689
4123,NEUENHAUS,52.500,6.967
4124,NEUENKIRCHEN,52.250,7.367
4125,NEUENKIRCHEN,52.417,7.833
4126,NEUENKIRCHEN,53.033,9.700
4127,NEUENKIRCHEN,53.783,8.900
4128,NEUENKIRCHEN,54.233,8.983
4129,NEUENKIRCHEN (OLDENBURG),52.517,8.067
4130,NEUENMARKT,50.100,11.583
4131,NEUENRADE,51.283,7.783
4132,NEUENSTADT AM KOCHER,49.233,9.333
4133,NEUENSTEIN,49.200,9.583
4134,NEUENSTEIN,50.917,9.567
4135,NEUENTAL,51.017,9.233
4136,NEUERBURG,50.017,6.300
4137,NEUFAHRN BEI FREILASSING,48.317,11.667
4138,NEUFAHRN IN NIEDERBAYERN,48.733,12.183
4139,NEUFFEN,48.550,9.383
4140,NEUFRA,48.133,9.483
4141,NEUGERSDORF,50.979,14.627
4142,NEUHARLINGERSIEL,53.700,7.700
4143,NEUHAUS,53.284,10.931
4144,NEUHAUS (OSTE),53.800,9.033
4145,NEUHAUS AM INN,48.467,13.433
4146,NEUHAUS AM RENNWEG,50.518,11.142
4147,NEUHAUS AN DER PEGNITZ,49.633,11.550
4148,NEUHAUS-SCHIERSCHNITZ,50.319,11.250
4149,NEUHAUSEN,48.800,8.783
4150,NEUHAUSEN,50.697,13.467
4151,NEUHAUSEN AUF DEN FILDERN,48.683,9.283
4152,NEUHAUSEN OB ECK,47.967,8.933
4153,NEUHOF,50.450,9.617
4154,NEUHOF AN DER ZENN,49.450,10.650
4155,NEUHOFEN,49.417,8.433
4156,NEUH*USEL,50.383,7.717
4157,NEUHÜTTEN,50.000,9.417
4158,NEUKAMPERFEHN,53.333,7.550
4159,NEUKIERITZSCH,51.149,12.409
4160,NEUKIRCH,47.667,9.700
4161,NEUKIRCH,51.099,14.309
4162,NEUKIRCHEN,48.983,12.767
4163,NEUKIRCHEN,50.780,12.866
4164,NEUKIRCHEN,50.867,9.350
4165,NEUKIRCHEN,51.085,12.533
4166,NEUKIRCHEN,54.867,8.733
4167,NEUKIRCHEN BEI SULZBACH-ROSENBERG,49.533,11.633
4168,NEUKIRCHEN BEIM HEILIGEN BLUT,49.267,12.967
4169,NEUKIRCHEN VORM WALD,48.683,13.383
4170,NEUKIRCHEN-BALBINI,49.300,12.433
4171,NEUKIRCHEN-VLUYN,51.450,6.550
4172,NEUKLOSTER,53.865,11.685
4173,NEULER,48.933,10.067
4174,NEULINGEN,48.967,8.700
4175,NEULUSSHEIM,49.300,8.517
4176,NEUMAGEN-DHRON,49.867,6.900
4177,NEUMARK,50.661,12.359
4178,NEUMARKT IN DER OBERPFALZ,49.283,11.467
4179,NEUMARKT-SANKT VEIT,48.367,12.517
4180,NEUMÜNSTER,54.067,9.983
4181,NEUNBURG VORM WALD,49.350,12.383
4182,NEUNDORF,50.633,13.018
4183,NEUNKIRCHEN,49.383,9.000
4184,NEUNKIRCHEN,49.700,9.400
4185,NEUNKIRCHEN,50.783,8.000
4186,NEUNKIRCHEN AM BRAND,49.617,11.133
4187,NEUNKIRCHEN AM SAND,49.533,11.317
4188,NEUNKIRCHEN-SEELSCHEID,50.850,7.333
4189,NEUNKIRCHEN/SAAR,49.350,7.183
4190,NEUPOTZ,49.117,8.317
4191,NEUREICHENAU,48.750,13.750
4192,NEURIED,48.100,11.467
4193,NEURIED,48.433,7.817
